species,inat_taxon_id,total_metadata_records,occupied_cells,cells_ge_2,cells_ge_3,max_records_in_cell,median_records_per_occupied_cell,metadata_rank
Galium triflorum,53065,3,3,0,0,1,1.0,2227
Vinca major,53326,3,3,0,0,1,1.0,2228
Acacia dealbata,53343,3,3,0,0,1,1.0,2229
Tragopogon dubius,54143,3,3,0,0,1,1.0,2230
Platanthera chlorantha,54639,3,3,0,0,1,1.0,2231
Cornus florida,54777,3,3,0,0,1,1.0,2232
Allium angulosum,55506,3,3,0,0,1,1.0,2233
Cypripedium passerinum,55630,3,3,0,0,1,1.0,2234
Orthoceras strictum,55664,3,3,0,0,1,1.0,2235
Linum bienne,55679,3,3,0,0,1,1.0,2236
Veronica arvensis,55748,3,3,0,0,1,1.0,2237
Euphorbia cyparissias,55766,3,3,0,0,1,1.0,2238
Prunus cerasifera,55837,3,3,0,0,1,1.0,2239
Narcissus pseudonarcissus,55848,3,3,0,0,1,1.0,2240
Primula vulgaris,56136,3,3,0,0,1,1.0,2241
Melilotus indicus,57065,3,3,0,0,1,1.0,2242
Geranium purpureum,57643,3,3,0,0,1,1.0,2243
Oxalis articulata,57805,3,3,0,0,1,1.0,2244
Nuphar lutea,57850,3,3,0,0,1,1.0,2245
Fumaria capreolata,57852,3,3,0,0,1,1.0,2246
Veronica anagallis-aquatica,57858,3,3,0,0,1,1.0,2247
Descurainia sophia,58074,3,3,0,0,1,1.0,2248
Punica granatum,58300,3,3,0,0,1,1.0,2249
Verbascum thapsus,59029,3,3,0,0,1,1.0,2250
Ranunculus sceleratus,59301,3,3,0,0,1,1.0,2251
Glebionis coronaria,59904,3,3,0,0,1,1.0,2252
Alisma plantago-aquatica,60253,3,3,0,0,1,1.0,2253
Calla palustris,60460,3,3,0,0,1,1.0,2254
Erythronium grandiflorum,60496,3,3,0,0,1,1.0,2255
Lonicera involucrata,60881,3,3,0,0,1,1.0,2256
Maianthemum dilatatum,63939,3,3,0,0,1,1.0,2257
Verbascum virgatum,64130,3,3,0,0,1,1.0,2258
Symphyotrichum subulatum,64208,3,3,0,0,1,1.0,2259
Sanguisorba officinalis,64549,3,3,0,0,1,1.0,2260
Ranunculus flammula,67826,3,3,0,0,1,1.0,2261
Bauhinia variegata,68225,3,3,0,0,1,1.0,2262
Trifolium angustifolium,69939,3,3,0,0,1,1.0,2263
Asperugo procumbens,75605,3,3,0,0,1,1.0,2264
Calystegia silvatica,75968,3,3,0,0,1,1.0,2265
Carduus nutans,76007,3,3,0,0,1,1.0,2266
Corydalis aurea,76451,3,3,0,0,1,1.0,2267
Cota tinctoria,76456,3,3,0,0,1,1.0,2268
Cuscuta campestris,76545,3,3,0,0,1,1.0,2269
Dactyloctenium aegyptium,76599,3,3,0,0,1,1.0,2270
Empetrum nigrum,76812,3,3,0,0,1,1.0,2271
Erigeron sumatrensis,76943,3,3,0,0,1,1.0,2272
Grevillea robusta,77302,3,3,0,0,1,1.0,2273
Grindelia squarrosa,77305,3,3,0,0,1,1.0,2274
Lathyrus palustris,77642,3,3,0,0,1,1.0,2275
Malva neglecta,77952,3,3,0,0,1,1.0,2276
Modiola caroliniana,78087,3,3,0,0,1,1.0,2277
Nothoscordum gracile,78233,3,3,0,0,1,1.0,2278
Peganum harmala,78374,3,3,0,0,1,1.0,2279
Porophyllum ruderale,78701,3,3,0,0,1,1.0,2280
Barleria prionitis,82266,3,3,0,0,1,1.0,2281
Melampodium leucanthum,82469,3,3,0,0,1,1.0,2282
Anthyllis vulneraria,82685,3,3,0,0,1,1.0,2283
Spigelia anthelmia,83479,3,3,0,0,1,1.0,2284
Ophrys apifera,83816,3,3,0,0,1,1.0,2285
Clinopodium vulgare,84281,3,3,0,0,1,1.0,2286
Curatella americana,84585,3,3,0,0,1,1.0,2287
Cryptostegia grandiflora,84815,3,3,0,0,1,1.0,2288
Aeginetia indica,84830,3,3,0,0,1,1.0,2289
Striga gesnerioides,84832,3,3,0,0,1,1.0,2290
Lilium martagon,85027,3,3,0,0,1,1.0,2291
Trichodesma zeylanicum,85369,3,3,0,0,1,1.0,2292
Rudbeckia laciniata,116735,3,3,0,0,1,1.0,2293
Solidago virgaurea,118850,3,3,0,0,1,1.0,2294
Melaleuca quinquenervia,120527,3,3,0,0,1,1.0,2295
Abrus precatorius,122099,3,3,0,0,1,1.0,2296
Cordyline fruticosa,123572,3,3,0,0,1,1.0,2297
Morella faya,123616,3,3,0,0,1,1.0,2298
Anthriscus sylvestris,124544,3,3,0,0,1,1.0,2299
Hamelia patens,126305,3,3,0,0,1,1.0,2300
Coccoloba uvifera,127284,3,3,0,0,1,1.0,2301
Cyclamen hederifolium,127355,3,3,0,0,1,1.0,2302
Thalia geniculata,127912,3,3,0,0,1,1.0,2303
Broussonetia papyrifera,128032,3,3,0,0,1,1.0,2304
Umbilicus rupestris,129454,3,3,0,0,1,1.0,2305
Bartsia alpina,131144,3,3,0,0,1,1.0,2306
Succisa pratensis,131203,3,3,0,0,1,1.0,2307
Indigofera hirsuta,131578,3,3,0,0,1,1.0,2308
Vigna luteola,131583,3,3,0,0,1,1.0,2309
Vitex trifolia,133332,3,3,0,0,1,1.0,2310
Inula helenium,133951,3,3,0,0,1,1.0,2311
Astragalus mongholicus,138362,3,3,0,0,1,1.0,2312
Platycodon grandiflorus,141623,3,3,0,0,1,1.0,2313
Mertensia paniculata,146900,3,3,0,0,1,1.0,2314
Bouvardia ternifolia,147990,3,3,0,0,1,1.0,2315
Lilium pensylvanicum,154503,3,3,0,0,1,1.0,2316
Phytolacca octandra,155483,3,3,0,0,1,1.0,2317
Apteria aphylla,158457,3,3,0,0,1,1.0,2318
Begonia cucullata,159204,3,3,0,0,1,1.0,2319
Campanula uniflora,159768,3,3,0,0,1,1.0,2320
Canna glauca,159818,3,3,0,0,1,1.0,2321
Carum carvi,160162,3,3,0,0,1,1.0,2322
Chrysopogon aciculatus,160547,3,3,0,0,1,1.0,2323
Eragrostis tenella,162414,3,3,0,0,1,1.0,2324
Fimbristylis cymosa,162982,3,3,0,0,1,1.0,2325
Gliricidia sepium,163327,3,3,0,0,1,1.0,2326
Hedysarum alpinum,163580,3,3,0,0,1,1.0,2327
Hyptis capitata,164021,3,3,0,0,1,1.0,2328
Ipomoea carnea,164081,3,3,0,0,1,1.0,2329
Kalanchoe pinnata,164333,3,3,0,0,1,1.0,2330
Lumnitzera racemosa,164873,3,3,0,0,1,1.0,2331
Opuntia tomentosa,165906,3,3,0,0,1,1.0,2332
Pedicularis flammea,166239,3,3,0,0,1,1.0,2333
Portulaca grandiflora,167309,3,3,0,0,1,1.0,2334
Portulaca umbraticola,167316,3,3,0,0,1,1.0,2335
Primula laurentiana,167426,3,3,0,0,1,1.0,2336
Rhinanthus serotinus,167803,3,3,0,0,1,1.0,2337
Sauvagesia erecta,168450,3,3,0,0,1,1.0,2338
Senna italica,168841,3,3,0,0,1,1.0,2339
Sigesbeckia orientalis,168955,3,3,0,0,1,1.0,2340
Tephrosia cinerea,169590,3,3,0,0,1,1.0,2341
Tephrosia purpurea,169597,3,3,0,0,1,1.0,2342
Veronica grandiflora,170190,3,3,0,0,1,1.0,2343
Zephyranthes citrina,170416,3,3,0,0,1,1.0,2344
Aegiceras corniculatum,183233,3,3,0,0,1,1.0,2345
Hygrophila auriculata,193609,3,3,0,0,1,1.0,2346
Solanum incanum,199161,3,3,0,0,1,1.0,2347
Paronychia argentea,208322,3,3,0,0,1,1.0,2348
Euphorbia tithymaloides,273713,3,3,0,0,1,1.0,2349
Calopogonium mucunoides,280673,3,3,0,0,1,1.0,2350
Vigna vexillata,280789,3,3,0,0,1,1.0,2351
Handroanthus impetiginosus,281274,3,3,0,0,1,1.0,2352
Bomarea edulis,283355,3,3,0,0,1,1.0,2353
Quassia amara,286387,3,3,0,0,1,1.0,2354
Murraya paniculata,287316,3,3,0,0,1,1.0,2355
Melampodium divaricatum,288660,3,3,0,0,1,1.0,2356
Coleus scutellarioides,291284,3,3,0,0,1,1.0,2357
Dichromanthus aurantiacus,291338,3,3,0,0,1,1.0,2358
Cassytha glabella,323804,3,3,0,0,1,1.0,2359
Samolus repens,323870,3,3,0,0,1,1.0,2360
Oxalis triangularis,327754,3,3,0,0,1,1.0,2361
Astragalus frigidus,332369,3,3,0,0,1,1.0,2362
Cirsium heterophyllum,332681,3,3,0,0,1,1.0,2363
Trifolium alpestre,334748,3,3,0,0,1,1.0,2364
Clerodendrum chinense,335157,3,3,0,0,1,1.0,2365
Cerbera manghas,336787,3,3,0,0,1,1.0,2366
Passiflora cincinnata,337417,3,3,0,0,1,1.0,2367
Allamanda blanchetii,338131,3,3,0,0,1,1.0,2368
Costus spectabilis,338660,3,3,0,0,1,1.0,2369
Clerodendrum paniculatum,343901,3,3,0,0,1,1.0,2370
Tulipa biflora,344757,3,3,0,0,1,1.0,2371
Chrysothemis pulchella,345591,3,3,0,0,1,1.0,2372
Kleinhovia hospita,346180,3,3,0,0,1,1.0,2373
Trichosanthes cucumerina,346340,3,3,0,0,1,1.0,2374
Wikstroemia indica,369310,3,3,0,0,1,1.0,2375
Persicaria decipiens,369917,3,3,0,0,1,1.0,2376
Veronica javanica,371708,3,3,0,0,1,1.0,2377
Sixalix atropurpurea,372376,3,3,0,0,1,1.0,2378
Brunonia australis,421601,3,3,0,0,1,1.0,2379
Dendrophthoe pentandra,425582,3,3,0,0,1,1.0,2380
Tephrosia noctiflora,426798,3,3,0,0,1,1.0,2381
Stellaria aquatica,430124,3,3,0,0,1,1.0,2382
Cynorkis fastigiata,437750,3,3,0,0,1,1.0,2383
Cynanchum acutum,438446,3,3,0,0,1,1.0,2384
Centrosema brasilianum,465950,3,3,0,0,1,1.0,2385
Melastoma denticulatum,466960,3,3,0,0,1,1.0,2386
Cyperus mindorensis,507628,3,3,0,0,1,1.0,2387
Aquilegia sibirica,509411,3,3,0,0,1,1.0,2388
Cardamine macrophylla,515416,3,3,0,0,1,1.0,2389
Gentiana decumbens,516756,3,3,0,0,1,1.0,2390
Campanula sibirica,517833,3,3,0,0,1,1.0,2391
Lessertia frutescens,589008,3,3,0,0,1,1.0,2392
Leptinella scariosa,635480,3,3,0,0,1,1.0,2393
Heliotropium elongatum,770013,3,3,0,0,1,1.0,2394
Allium ramosum,779402,3,3,0,0,1,1.0,2395
Ruellia blechum,781644,3,3,0,0,1,1.0,2396
Castilleja pallida,856709,3,3,0,0,1,1.0,2397
Anemonastrum sibiricum,881531,3,3,0,0,1,1.0,2398
Betonica officinalis,906118,3,3,0,0,1,1.0,2399
Halerpestes cymbalaria,941891,3,3,0,0,1,1.0,2400
Anemonoides sylvestris,950591,3,3,0,0,1,1.0,2401
Anemonoides altaica,950621,3,3,0,0,1,1.0,2402
Pontederia vaginalis,962662,3,3,0,0,1,1.0,2403
Distimake tuberosus,993539,3,3,0,0,1,1.0,2404
Trigastrotheca molluginea,1234893,3,3,0,0,1,1.0,2405
Geophila herbacea,1441401,3,3,0,0,1,1.0,2406
Eulophia picta,1598926,3,3,0,0,1,1.0,2407
Sabdariffa gossypiifolia,1687652,3,3,0,0,1,1.0,2408
Asclepias amplexicaulis,47910,2,2,0,0,1,1.0,2409
Lysichiton americanus,48537,2,2,0,0,1,1.0,2410
Cytisus scoparius,48538,2,2,0,0,1,1.0,2411
Drymaria cordata,48556,2,2,0,0,1,1.0,2412
Typha latifolia,48685,2,2,0,0,1,1.0,2413
Castanea mollissima,49192,2,2,0,0,1,1.0,2414
Fagus grandifolia,49202,2,2,0,0,1,1.0,2415
Mesembryanthemum crystallinum,49319,2,2,0,0,1,1.0,2416
Cordyline australis,50191,2,2,0,0,1,1.0,2417
Erysimum capitatum,50628,2,2,0,0,1,1.0,2418
Corallorhiza striata,50708,2,2,0,0,1,1.0,2419
Goodyera oblongifolia,50719,2,2,0,0,1,1.0,2420
Primula farinosa,50831,2,2,0,0,1,1.0,2421
Crataegus monogyna,51147,2,2,0,0,1,1.0,2422
Wisteria frutescens,51266,2,2,0,0,1,1.0,2423
Myosotis arvensis,51726,2,2,0,0,1,1.0,2424
Antennaria dioica,51893,2,2,0,0,1,1.0,2425
Gomphocarpus fruticosus,52351,2,2,0,0,1,1.0,2426
Centaurea solstitialis,52588,2,2,0,0,1,1.0,2427
Pontederia cordata,52599,2,2,0,0,1,1.0,2428
Holcus lanatus,52793,2,2,0,0,1,1.0,2429
Lolium perenne,52801,2,2,0,0,1,1.0,2430
Carduus tenuiflorus,53007,2,2,0,0,1,1.0,2431
Pseudognaphalium luteoalbum,53083,2,2,0,0,1,1.0,2432
Sisymbrium officinale,53266,2,2,0,0,1,1.0,2433
Brassica rapa,53271,2,2,0,0,1,1.0,2434
Acacia melanoxylon,53344,2,2,0,0,1,1.0,2435
Rubus idaeus,54436,2,2,0,0,1,1.0,2436
Corylus avellana,54491,2,2,0,0,1,1.0,2437
Marrubium vulgare,54605,2,2,0,0,1,1.0,2438
Prunus serotina,54834,2,2,0,0,1,1.0,2439
Ribes aureum,55544,2,2,0,0,1,1.0,2440
Centaurea jacea,55713,2,2,0,0,1,1.0,2441
Spergularia rubra,55730,2,2,0,0,1,1.0,2442
Potentilla norvegica,55732,2,2,0,0,1,1.0,2443
Cardamine hirsuta,55829,2,2,0,0,1,1.0,2444
Crocus tommasinianus,55875,2,2,0,0,1,1.0,2445
Lonicera periclymenum,55885,2,2,0,0,1,1.0,2446
Geum urbanum,55891,2,2,0,0,1,1.0,2447
Agrimonia pilosa,55894,2,2,0,0,1,1.0,2448
Narcissus tazetta,56027,2,2,0,0,1,1.0,2449
Valeriana officinalis,56160,2,2,0,0,1,1.0,2450
Persicaria maculosa,56166,2,2,0,0,1,1.0,2451
Euphorbia helioscopia,56292,2,2,0,0,1,1.0,2452
Centaurea calcitrapa,56865,2,2,0,0,1,1.0,2453
Erodium botrys,57090,2,2,0,0,1,1.0,2454
Polypogon monspeliensis,57197,2,2,0,0,1,1.0,2455
Parietaria judaica,57281,2,2,0,0,1,1.0,2456
Adonis aestivalis,57426,2,2,0,0,1,1.0,2457
Baccharis salicifolia,57913,2,2,0,0,1,1.0,2458
Cynodon dactylon,58371,2,2,0,0,1,1.0,2459
Poa bulbosa,58382,2,2,0,0,1,1.0,2460
Typha domingensis,58392,2,2,0,0,1,1.0,2461
Heterotheca grandiflora,58831,2,2,0,0,1,1.0,2462
Arctostaphylos pungens,58892,2,2,0,0,1,1.0,2463
Euphorbia maculata,58893,2,2,0,0,1,1.0,2464
Trichostema lanatum,58931,2,2,0,0,1,1.0,2465
Montia fontana,58990,2,2,0,0,1,1.0,2466
Allium schoenoprasum,59254,2,2,0,0,1,1.0,2467
Orchis purpurea,59321,2,2,0,0,1,1.0,2468
Erigeron pulchellus,59753,2,2,0,0,1,1.0,2469
Lithospermum incisum,59924,2,2,0,0,1,1.0,2470
Melampyrum pratense,60076,2,2,0,0,1,1.0,2471
Sesuvium verrucosum,60112,2,2,0,0,1,1.0,2472
Trifolium subterraneum,60201,2,2,0,0,1,1.0,2473
Abutilon theophrasti,60214,2,2,0,0,1,1.0,2474
Paspalum dilatatum,60295,2,2,0,0,1,1.0,2475
Poa pratensis,60307,2,2,0,0,1,1.0,2476
Cakile maritima,60982,2,2,0,0,1,1.0,2477
Lathyrus latifolius,61009,2,2,0,0,1,1.0,2478
Lupinus arboreus,61010,2,2,0,0,1,1.0,2479
Festuca rubra,61061,2,2,0,0,1,1.0,2480
Lagurus ovatus,61068,2,2,0,0,1,1.0,2481
Veronica wormskjoldii,61145,2,2,0,0,1,1.0,2482
Ajuga genevensis,61326,2,2,0,0,1,1.0,2483
Origanum vulgare,61396,2,2,0,0,1,1.0,2484
Oenothera biennis,62207,2,2,0,0,1,1.0,2485
Asclepias linaria,62295,2,2,0,0,1,1.0,2486
Goodyera repens,62407,2,2,0,0,1,1.0,2487
Clematis virginiana,62778,2,2,0,0,1,1.0,2488
Senna obtusifolia,62915,2,2,0,0,1,1.0,2489
Cardiospermum halicacabum,62944,2,2,0,0,1,1.0,2490
Solanum melongena,63190,2,2,0,0,1,1.0,2491
Calochortus macrocarpus,63311,2,2,0,0,1,1.0,2492
Phalaris arundinacea,63337,2,2,0,0,1,1.0,2493
Lepidium draba,63352,2,2,0,0,1,1.0,2494
Aeschynomene americana,63705,2,2,0,0,1,1.0,2495
Persicaria lapathifolia,63886,2,2,0,0,1,1.0,2496
Agave americana,64103,2,2,0,0,1,1.0,2497
Ageratina adenophora,64114,2,2,0,0,1,1.0,2498
Phragmites australis,64237,2,2,0,0,1,1.0,2499
Coffea arabica,64342,2,2,0,0,1,1.0,2500
Rubus caesius,64546,2,2,0,0,1,1.0,2501
Elaeagnus umbellata,64697,2,2,0,0,1,1.0,2502
Erigeron philadelphicus,67820,2,2,0,0,1,1.0,2503
Pentas lanceolata,68317,2,2,0,0,1,1.0,2504
Rafinesquia neomexicana,68553,2,2,0,0,1,1.0,2505
Tillandsia fasciculata,68593,2,2,0,0,1,1.0,2506
Mercurialis annua,68838,2,2,0,0,1,1.0,2507
Veronica polita,68848,2,2,0,0,1,1.0,2508
Acanthus mollis,70045,2,2,0,0,1,1.0,2509
Lavandula dentata,71134,2,2,0,0,1,1.0,2510
Tessaria absinthioides,71230,2,2,0,0,1,1.0,2511
Acaena novae-zelandiae,75256,2,2,0,0,1,1.0,2512
Alternanthera philoxeroides,75386,2,2,0,0,1,1.0,2513
Amaranthus viridis,75401,2,2,0,0,1,1.0,2514
Androsace septentrionalis,75436,2,2,0,0,1,1.0,2515
Anethum graveolens,75445,2,2,0,0,1,1.0,2516
Anthoxanthum odoratum,75475,2,2,0,0,1,1.0,2517
Araujia sericifera,75499,2,2,0,0,1,1.0,2518
Armoracia rusticana,75566,2,2,0,0,1,1.0,2519
Avicennia marina,75723,2,2,0,0,1,1.0,2520
Bothriochloa ischaemum,75842,2,2,0,0,1,1.0,2521
Cannabis sativa,75997,2,2,0,0,1,1.0,2522
Cardamine bellidifolia,75999,2,2,0,0,1,1.0,2523
Carrichtera annua,76132,2,2,0,0,1,1.0,2524
Cenchrus echinatus,76205,2,2,0,0,1,1.0,2525
Chylismia claviformis,76333,2,2,0,0,1,1.0,2526
Crepis tectorum,76480,2,2,0,0,1,1.0,2527
Cyperus rotundus,76593,2,2,0,0,1,1.0,2528
Delphinium glaucum,76625,2,2,0,0,1,1.0,2529
Diplotaxis muralis,76664,2,2,0,0,1,1.0,2530
Diplotaxis tenuifolia,76665,2,2,0,0,1,1.0,2531
Eleocharis palustris,76782,2,2,0,0,1,1.0,2532
Erigeron bonariensis,76904,2,2,0,0,1,1.0,2533
Glehnia littoralis,77282,2,2,0,0,1,1.0,2534
Heliotropium amplexicaule,77363,2,2,0,0,1,1.0,2535
Heliotropium europaeum,77365,2,2,0,0,1,1.0,2536
Heteropogon contortus,77394,2,2,0,0,1,1.0,2537
Holosteum umbellatum,77429,2,2,0,0,1,1.0,2538
Lactuca tatarica,77617,2,2,0,0,1,1.0,2539
Lantana montevidensis,77624,2,2,0,0,1,1.0,2540
Linaria purpurea,77778,2,2,0,0,1,1.0,2541
Lysimachia thyrsiflora,77917,2,2,0,0,1,1.0,2542
Matricaria chamomilla,77965,2,2,0,0,1,1.0,2543
Mentha aquatica,77990,2,2,0,0,1,1.0,2544
Papaver somniferum,78346,2,2,0,0,1,1.0,2545
Pelargonium zonale,78382,2,2,0,0,1,1.0,2546
Persicaria orientalis,78454,2,2,0,0,1,1.0,2547
Phacelia sericea,78524,2,2,0,0,1,1.0,2548
Salpichroa origanifolia,78954,2,2,0,0,1,1.0,2549
Sesbania punicea,79065,2,2,0,0,1,1.0,2550
Sibbaldia procumbens,79076,2,2,0,0,1,1.0,2551
Sisymbrium loeselii,79125,2,2,0,0,1,1.0,2552
Solidago multiradiata,79153,2,2,0,0,1,1.0,2553
Tagetes minuta,79313,2,2,0,0,1,1.0,2554
Taraxacum ceratophorum,79316,2,2,0,0,1,1.0,2555
Trianthema portulacastrum,79390,2,2,0,0,1,1.0,2556
Utricularia macrorhiza,79465,2,2,0,0,1,1.0,2557
Utricularia subulata,79468,2,2,0,0,1,1.0,2558
Vachellia farnesiana,79472,2,2,0,0,1,1.0,2559
Viburnum edule,79499,2,2,0,0,1,1.0,2560
Anacamptis coriophora,81695,2,2,0,0,1,1.0,2561
Neottia nidus-avis,81895,2,2,0,0,1,1.0,2562
Glaucium corniculatum,81997,2,2,0,0,1,1.0,2563
Chelone glabra,82316,2,2,0,0,1,1.0,2564
Arisarum vulgare,82619,2,2,0,0,1,1.0,2565
Mantisalca salmantica,82642,2,2,0,0,1,1.0,2566
Dittrichia viscosa,82646,2,2,0,0,1,1.0,2567
Erythrina abyssinica,82772,2,2,0,0,1,1.0,2568
Lythrum junceum,82891,2,2,0,0,1,1.0,2569
Linum trigynum,82892,2,2,0,0,1,1.0,2570
Syringa vulgaris,83072,2,2,0,0,1,1.0,2571
Lomandra longifolia,83375,2,2,0,0,1,1.0,2572
Lissanthe strigosa,83527,2,2,0,0,1,1.0,2573
Bursaria spinosa,83571,2,2,0,0,1,1.0,2574
Epidendrum cinnabarinum,84046,2,2,0,0,1,1.0,2575
Schultesia guianensis,84695,2,2,0,0,1,1.0,2576
Rhopalostylis sapida,85274,2,2,0,0,1,1.0,2577
Parnassia glauca,118761,2,2,0,0,1,1.0,2578
Euphrasia nemorosa,118893,2,2,0,0,1,1.0,2579
Marsypianthes chamaedrys,118916,2,2,0,0,1,1.0,2580
Satyrium nepalense,119012,2,2,0,0,1,1.0,2581
Eupatorium perfoliatum,119045,2,2,0,0,1,1.0,2582
Lespedeza virginica,119138,2,2,0,0,1,1.0,2583
Gladiolus carinatus,119235,2,2,0,0,1,1.0,2584
Lachenalia unifolia,119488,2,2,0,0,1,1.0,2585
Erythrina fusca,119672,2,2,0,0,1,1.0,2586
Gmelina arborea,120358,2,2,0,0,1,1.0,2587
Moraea flaccida,120416,2,2,0,0,1,1.0,2588
Isotoma hypocrateriformis,121644,2,2,0,0,1,1.0,2589
Allocasuarina verticillata,122323,2,2,0,0,1,1.0,2590
Cucurbita moschata,122869,2,2,0,0,1,1.0,2591
Helianthus tuberosus,122970,2,2,0,0,1,1.0,2592
Zingiber officinale,122971,2,2,0,0,1,1.0,2593
Fagraea berteroana,123681,2,2,0,0,1,1.0,2594
Asclepias incarnata,125381,2,2,0,0,1,1.0,2595
Habenaria floribunda,126309,2,2,0,0,1,1.0,2596
Cassiope lycopodioides,126551,2,2,0,0,1,1.0,2597
Vaccinium oxycoccos,126560,2,2,0,0,1,1.0,2598
Hibiscus syriacus,126585,2,2,0,0,1,1.0,2599
Mercurialis perennis,126757,2,2,0,0,1,1.0,2600
Mazus miquelii,127156,2,2,0,0,1,1.0,2601
Zephyranthes atamasco,127264,2,2,0,0,1,1.0,2602
Leycesteria formosa,127412,2,2,0,0,1,1.0,2603
Heuchera richardsonii,127946,2,2,0,0,1,1.0,2604
Dactylorhiza viridis,128599,2,2,0,0,1,1.0,2605
Ligustrum sinense,128769,2,2,0,0,1,1.0,2606
Cleome gynandra,128928,2,2,0,0,1,1.0,2607
Lotus subbiflorus,129169,2,2,0,0,1,1.0,2608
Ceanothus americanus,129315,2,2,0,0,1,1.0,2609
Lespedeza bicolor,129677,2,2,0,0,1,1.0,2610
Epidendrum secundum,130068,2,2,0,0,1,1.0,2611
Solidago nemoralis,130377,2,2,0,0,1,1.0,2612
Schinus terebinthifolia,130872,2,2,0,0,1,1.0,2613
Prosopis cineraria,131133,2,2,0,0,1,1.0,2614
Melanthera nivea,131167,2,2,0,0,1,1.0,2615
Platanthera orbiculata,131218,2,2,0,0,1,1.0,2616
Euphorbia blodgettii,131558,2,2,0,0,1,1.0,2617
Indigofera astragalina,131577,2,2,0,0,1,1.0,2618
Polypremum procumbens,131588,2,2,0,0,1,1.0,2619
Gymnadenia conopsea,131610,2,2,0,0,1,1.0,2620
Veronica spicata,132118,2,2,0,0,1,1.0,2621
Chrysothemis friedrichsthaliana,132192,2,2,0,0,1,1.0,2622
Banksia ornata,132346,2,2,0,0,1,1.0,2623
Leonotis leonurus,132849,2,2,0,0,1,1.0,2624
Rubus pubescens,132855,2,2,0,0,1,1.0,2625
Daphne mezereum,133034,2,2,0,0,1,1.0,2626
Galeopsis ladanum,133247,2,2,0,0,1,1.0,2627
Ixora chinensis,133308,2,2,0,0,1,1.0,2628
Eremophila glabra,135347,2,2,0,0,1,1.0,2629
Vicia tenuifolia,138458,2,2,0,0,1,1.0,2630
Senna spectabilis,138578,2,2,0,0,1,1.0,2631
Erythrina variegata,139168,2,2,0,0,1,1.0,2632
Chamaecrista absus,139442,2,2,0,0,1,1.0,2633
Cajanus cajan,139444,2,2,0,0,1,1.0,2634
Canavalia sericea,139455,2,2,0,0,1,1.0,2635
Tacca leontopetaloides,140999,2,2,0,0,1,1.0,2636
Annona senegalensis,141628,2,2,0,0,1,1.0,2637
Drosera glanduligera,143360,2,2,0,0,1,1.0,2638
Lupinus arcticus,143688,2,2,0,0,1,1.0,2639
Parnassia kotzebuei,144150,2,2,0,0,1,1.0,2640
Phyllanthus calycinus,145401,2,2,0,0,1,1.0,2641
Stylidium schoenoides,145502,2,2,0,0,1,1.0,2642
Lablab purpureus,146816,2,2,0,0,1,1.0,2643
Begonia gracilis,146883,2,2,0,0,1,1.0,2644
Lysichiton camtschatcensis,147285,2,2,0,0,1,1.0,2645
Viola reichenbachiana,147293,2,2,0,0,1,1.0,2646
Acanthospermum australe,147343,2,2,0,0,1,1.0,2647
Orthrosanthus chimboracensis,148013,2,2,0,0,1,1.0,2648
Cirsium ehrenbergii,153213,2,2,0,0,1,1.0,2649
Zinnia peruviana,153439,2,2,0,0,1,1.0,2650
Lysimachia nemorum,154224,2,2,0,0,1,1.0,2651
Brugmansia suaveolens,154768,2,2,0,0,1,1.0,2652
Mauritia flexuosa,154979,2,2,0,0,1,1.0,2653
Toona ciliata,155812,2,2,0,0,1,1.0,2654
Litsea cubeba,156840,2,2,0,0,1,1.0,2655
Leibnitzia anandria,157701,2,2,0,0,1,1.0,2656
Abutilon indicum,157844,2,2,0,0,1,1.0,2657
Acanthospermum hispidum,157911,2,2,0,0,1,1.0,2658
Achillea filipendulina,157924,2,2,0,0,1,1.0,2659
Aeschynomene indica,158036,2,2,0,0,1,1.0,2660
Alternanthera brasiliana,158226,2,2,0,0,1,1.0,2661
Androsace maxima,158357,2,2,0,0,1,1.0,2662
Ardisia elliptica,158587,2,2,0,0,1,1.0,2663
Artemisia tilesii,158725,2,2,0,0,1,1.0,2664
Atropa bella-donna,159098,2,2,0,0,1,1.0,2665
Basella alba,159191,2,2,0,0,1,1.0,2666
Bidens aurea,159235,2,2,0,0,1,1.0,2667
Boerhavia erecta,159290,2,2,0,0,1,1.0,2668
Bunias orientalis,159601,2,2,0,0,1,1.0,2669
Cicuta virosa,160575,2,2,0,0,1,1.0,2670
Citrullus colocynthis,160657,2,2,0,0,1,1.0,2671
Clematis tangutica,160695,2,2,0,0,1,1.0,2672
Cosmos caudatus,160941,2,2,0,0,1,1.0,2673
Cryptostegia madagascariensis,161235,2,2,0,0,1,1.0,2674
Delphinium elatum,161664,2,2,0,0,1,1.0,2675
Dicliptera sexangularis,161829,2,2,0,0,1,1.0,2676
Erigeron hyssopifolius,162489,2,2,0,0,1,1.0,2677
Eryngium foetidum,162702,2,2,0,0,1,1.0,2678
Eryngium planum,162710,2,2,0,0,1,1.0,2679
Eugenia reinwardtiana,162774,2,2,0,0,1,1.0,2680
Galium palustre,163184,2,2,0,0,1,1.0,2681
Gentiana platypetala,163233,2,2,0,0,1,1.0,2682
Helichrysum foetidum,163638,2,2,0,0,1,1.0,2683
Heracleum sphondylium,163682,2,2,0,0,1,1.0,2684
Holmskioldia sanguinea,163819,2,2,0,0,1,1.0,2685
