species,inat_taxon_id,first_discovery_round,n_rounds_seen,unique_discovery_observations,occupied_discovery_cells
Tiarella wherryi,244487,11,2,1,1
Trifolium rubens,244538,7,2,1,1
Eucalyptus sieberi,244540,1,2,1,1
Solanum caripense,244614,19,2,1,1
Crowea saligna,244654,19,2,1,1
Streptosolen jamesonii,244676,0,21,16,5
Ruellia inundata,244734,1,10,7,2
Anemone coronaria,244745,0,21,30,4
Melampodium sericeum,244755,15,2,1,1
Baccharis conferta,244807,9,2,1,1
Sisyrinchium conzattii,244809,9,2,1,1
Wedelia hispida,244815,3,6,3,1
Limnophila aromatica,244828,3,2,1,1
Ranunculus septentrionalis,244877,17,2,1,1
Banksia integrifolia,244884,1,18,16,4
Symphytum caucasicum,245575,0,21,14,6
Symphytum grandiflorum,245578,7,2,1,1
Cynoglossum germanicum,245582,9,2,1,1
Pulmonaria obscura,245677,1,18,23,5
Melampyrum arvense,245680,1,12,8,4
Orobanche caryophyllacea,245689,0,3,2,2
Lobelia pedunculata,245731,0,6,5,2
Gentianella campestris,245736,11,6,3,1
Centaurium littorale,245741,7,2,1,1
Centaurium scilloides,245745,0,21,34,1
Blackstonia perfoliata,245746,0,8,6,4
Cicendia filiformis,245753,0,4,3,2
Viola primulifolia,245813,1,6,3,2
Bupleurum baldense,245908,15,2,1,1
Bupleurum subovatum,245912,1,6,3,1
Teucrium scordium,245990,9,2,1,1
Sphagneticola trilobata,246102,0,21,296,42
Callicarpa tomentosa,246106,5,4,2,2
Heliconia psittacorum,260753,0,21,74,20
Thelocactus hexaedrophorus,273612,1,2,1,1
Cylindropuntia imbricata,273618,5,4,2,1
Cylindropuntia thurberi,273620,13,2,1,1
Psychotria horizontalis,273681,7,2,1,1
Euphorbia tithymaloides,273713,0,21,10,9
Cnidoscolus aconitifolius,273715,5,6,3,3
Leucophyllum laevigatum,273774,13,2,1,1
Cucurbita argyrosperma,273777,0,7,3,1
Echinodorus subalatus,273786,7,2,1,1
Heliconia vaginalis,273794,9,4,2,1
Prosthechea varicosa,273805,19,2,1,1
Anthurium scandens,273806,0,13,10,4
Anthurium pentaphyllum,273808,19,2,1,1
Costus comosus,273822,0,9,5,4
Costus guanaiensis,273823,11,2,1,1
Pitcairnia heterophylla,273835,0,9,5,3
Pinguicula moranensis,273836,0,19,25,4
Fuchsia arborescens,273843,7,4,2,2
Asclepias nivea,273860,7,10,5,2
Berberis trifoliolata,273862,1,4,2,1
Casearia sylvestris,273870,5,4,3,2
Krameria secundiflora,273872,7,2,1,1
Cuphea micropetala,273880,3,8,3,3
Argemone platyceras,273892,19,2,1,1
Monnina aestuans,273894,9,2,1,1
Drimys granadensis,273902,0,13,9,1
Argemone grandiflora,273904,3,2,1,1
Oenothera epilobiifolia,273910,5,2,1,1
Ilex macfadyenii,273917,0,1,1,1
Amphilophium paniculatum,273931,3,6,3,2
Begonia fischeri,273932,3,5,3,3
Lobelia gruina,273933,1,2,1,1
Aechmea nudicaulis,273938,0,18,21,4
Aechmea magdalenae,273939,3,6,3,1
Lasianthaea fruticosa,273976,0,1,1,1
Pectis multiseta,273980,1,2,1,1
Conoclinium betonicifolium,273992,5,4,2,1
Stevia lucida,273994,13,6,3,2
Lasianthaea ceanothifolia,274005,11,2,1,1
Stevia elatior,274020,0,3,3,1
Grindelia inuloides,274031,7,2,1,1
Perymenium globosum,274032,3,10,4,1
Stevia subpubescens,274044,3,2,1,1
Pittocaulon velatum,274074,19,2,1,1
Calea urticifolia,274076,11,2,1,1
Ramirezella strobilophora,274089,1,10,4,1
Senna quinquangulata,274110,9,2,1,1
Senna pilifera,274112,7,2,1,1
Erythrina breviflora,274114,9,2,1,1
Rhynchospora nervosa,274117,1,8,5,3
Aphelandra aurantiaca,274139,1,10,5,3
Chaptalia nutans,274158,3,10,6,4
Dictyostega orobanchoides,274159,15,4,2,1
Heliconia collinsiana,274163,0,9,4,2
Mimosa velloziana,274171,13,2,1,1
Cissus erosa,274185,0,15,9,3
Comarostaphylis polifolia,274186,9,2,1,1
Epiphyllum hookeri,274189,1,2,1,1
Escontria chiotilla,274225,0,1,1,1
Myrtillocactus geometrizans,274227,1,2,1,1
Polaskia chende,274230,17,2,1,1
Peniocereus viperinus,274238,15,2,1,1
Pachycereus weberi,274257,13,2,1,1
Stenocereus gummosus,274261,0,1,1,1
Stenocereus queretaroensis,274263,3,2,1,1
Stenocereus standleyi,274265,1,2,1,1
Croton ramillatus,274294,1,2,1,1
Opuntia decumbens,274367,3,14,10,2
Opuntia dillenii,274370,0,21,25,9
Opuntia rastrera,274390,3,2,1,1
Coryphantha salinensis,274401,3,2,1,1
Grusonia invicta,274478,1,2,1,1
Croton ovalifolius,275131,3,2,1,1
Croton suberosus,275133,5,8,2,1
Bernardia sidoides,275154,0,1,1,1
Omphalea diandra,275157,1,2,1,1
Acalypha leptopoda,275287,5,2,1,1
Phyllanthus stipulatus,275337,3,2,1,1
Euphorbia cotinifolia,275340,0,19,3,2
Euphorbia abramsiana,275366,0,1,1,1
Euphorbia dioeca,275379,3,12,6,4
Euphorbia golondrina,275382,15,4,2,1
Euphorbia hypericifolia,275384,0,21,39,16
Euphorbia lata,275388,1,4,2,1
Euphorbia melanadenia,275390,9,2,1,1
Euphorbia mesembryanthemifolia,275393,0,13,9,2
Euphorbia umbellulata,275411,13,2,1,1
Euphorbia villifera,275413,5,4,2,2
Croton pedicellatus,275434,3,8,3,2
Microstachys corniculata,275446,0,11,5,4
Stillingia zelayensis,275452,1,4,2,2
Callisia navicularis,275864,7,2,1,1
Prosthechea pterocarpa,275891,11,2,1,1
Prosthechea pygmaea,275892,0,3,2,2
Pachyphytum kimnachii,276094,9,2,1,1
Lamourouxia rhinanthifolia,276152,9,4,2,1
Penstemon amphorellae,276170,5,2,1,1
Cyclanthera multifoliola,276232,7,2,1,1
Doyerea emetocathartica,276235,1,6,3,1
Gurania makoyana,276239,5,4,2,1
Schizocarpum parviflorum,276244,5,4,2,1
Polyclathra cucumerina,276266,1,2,1,1
Cyclanthera tenuisepala,276269,17,2,1,1
Phytolacca rivinoides,276273,0,17,15,4
Corchorus capsularis,276275,7,2,1,1
Heliocarpus terebinthinaceus,276278,9,2,1,1
Cordia morelosana,276320,3,2,1,1
Heliotropium rufipilum,276342,15,6,3,2
Cordia myxa,276373,3,2,1,1
Bursera epinnata,276390,0,3,2,1
Aechmea bromeliifolia,276440,0,18,15,3
Alamania punicea,276443,5,4,2,2
Anthurium microspadix,276475,3,4,2,2
Bletia adenocarpa,276497,9,2,1,1
Bletia jucunda,276499,1,2,1,1
Bletia macristhmochila,276500,3,4,2,1
Bletia roezlii,276501,5,6,2,1
Calochortus fuscus,276521,7,2,1,1
Campylocentrum micranthum,276525,11,2,1,1
Catasetum integerrimum,276531,7,4,2,1
Catopsis morreniana,276536,11,2,1,1
Chrysalidocarpus lutescens,276548,1,4,2,2
Clowesia dodsoniana,276551,0,7,3,2
Coelia triptera,276554,9,2,1,1
Costus pictus,276565,7,2,1,1
Costus pulverulentus,276566,15,6,3,3
Cranichis cochleata,276569,19,2,1,1
Curcuma petiolata,276577,7,2,1,1
Cyclanthus bipartitus,276578,11,2,1,1
Cyclopogon elatus,276579,16,2,1,1
Cycnoches egertonianum,276582,9,2,1,1
Cyrtopodium macrobulbon,276583,13,2,1,1
Echeandia michoacensis,276618,7,2,2,1
Echeandia montealbanensis,276619,11,2,1,1
Encyclia diota,276639,13,2,1,1
Encyclia trachycarpa,276648,9,4,1,1
Epidendrum citrosmum,276661,9,2,1,1
Epidendrum incomptum,276676,19,2,1,1
Epidendrum longipetalum,276684,9,2,1,1
Epidendrum magnificum,276687,7,2,1,1
Epidendrum radioferens,276697,13,2,1,1
Epidendrum ramosum,276698,11,2,1,1
Epidendrum stamfordianum,276707,1,2,1,1
Epidendrum veroscriptum,276713,17,2,1,1
Gibasis consobrina,276719,1,4,2,1
Govenia lagenophora,276730,13,4,2,2
Govenia liliacea,276731,0,7,4,3
Guzmania lingulata,276734,0,13,6,3
Gymnosiphon divaricatus,276735,5,4,2,2
Habenaria entomantha,276742,5,4,1,1
Habenaria ixtlanensis,276748,7,2,1,1
Habenaria trifida,276758,0,9,3,1
Hechtia laxissima,276771,9,2,1,1
Juncus microcephalus,276817,7,2,1,1
Limnocharis laforestii,276853,3,2,1,1
Lycaste cruenta,276861,15,2,1,1
Maianthemum amoenum,276864,15,2,1,1
Maianthemum scilloideum,276866,15,2,1,1
Malaxis brachyrrhynchos,276870,17,2,1,1
Malaxis histionantha,276874,5,2,1,1
Masdevallia tubuliflora,276890,1,2,1,1
Matudanthus nanus,276891,13,4,3,1
Maxillaria uncata,276906,5,4,2,1
Maxillaria variabilis,276907,3,2,1,1
Monstera acacoyaguensis,276915,5,2,1,1
Myrmecophila tibicinis,276931,19,2,1,1
Oncidium hastatum,276954,7,4,2,2
Oncidium maculatum,276958,9,2,1,1
Oncidium ornithorhynchum,276963,9,4,2,1
Oncidium reichenheimii,276967,11,4,1,1
Oncidium sphacelatum,276968,0,1,1,1
Ornithogalum thyrsoides,276978,1,13,8,3
Orthrosanthus exsertus,276979,13,2,1,1
Paepalanthus lamarckii,276982,3,2,1,1
Philodendron cordatum,276992,11,1,1,1
Philodendron warszewiczii,277002,0,3,1,1
Pleurothallis quadrifida,277046,1,2,1,1
Prescottia stachyodes,277057,1,2,1,1
Prosthechea baculus,277059,7,4,2,1
Prosthechea livida,277065,15,2,1,1
Renealmia alpinia,277071,5,2,1,1
Rhynchostele bictoniensis,277075,0,5,3,1
Sarcoglottis sceptrodes,277086,7,2,1,1
Scaphyglottis crurigera,277089,3,2,1,1
Cascabela thevetia,277115,0,21,54,26
Ipomoea silvicola,277133,13,4,2,1
Hochreutinera amplexifolia,277138,1,4,1,1
Sisyrinchium angustissimum,277150,7,2,1,1
Sisyrinchium tinctorium,277167,0,5,4,1
Syngonanthus caulescens,277198,1,4,1,1
Tillandsia atroviridipetala,277211,7,2,1,1
Tillandsia calothyrsus,277218,1,4,2,2
Tillandsia carlos-hankii,277220,0,1,1,1
Tillandsia eizii,277226,1,2,1,1
Tillandsia marabascoensis,277254,9,4,2,1
Tillandsia prodigiosa,277267,13,2,1,1
Tinantia longipedunculata,277299,0,1,1,1
Tradescantia commelinoides,277302,0,5,2,1
Tradescantia poelliae,277312,0,3,2,1
Tradescantia sillamontana,277314,7,4,1,1
Tradescantia zanonia,277315,7,2,1,1
Werauhia gladioliflora,277332,0,1,1,1
Xanthosoma violaceum,277338,14,2,1,1
Xiphidium caeruleum,277340,0,15,12,6
Zantedeschia rehmannii,277343,3,2,1,1
Zephyranthes carinata,277345,0,21,16,10
Zephyranthes fosteri,277350,1,20,12,4
Trichocentrum andreanum,277378,7,4,2,1
Echites umbellatus,277412,0,5,4,1
Mandevilla subsagittata,277421,19,2,1,1
Mandevilla torosa,277423,11,2,1,1
Mesechites trifidus,277424,1,4,1,1
Asclepias otarioides,277435,0,1,1,1
Cynanchum foetidum,277443,7,2,1,1
Dictyanthus asper,277449,7,2,1,1
Dictyanthus pavonii,277452,0,5,2,2
Dictyanthus reticulatus,277453,9,6,4,1
Funastrum bilobum,277458,0,3,1,1
Funastrum clausum,277459,0,20,24,8
Funastrum pannosum,277461,0,3,2,2
Gonolobus ancorifer,277463,5,2,1,1
Gonolobus erianthus,277470,5,2,1,1
Gonolobus leianthus,277473,13,2,1,1
Gonolobus sandersii,277478,15,2,1,1
Gonolobus sororius,277480,1,8,4,1
Gonolobus uniflorus,277484,0,13,10,3
Gonolobus xanthotrichus,277485,9,2,1,1
Metastelma barbigerum,277522,9,6,3,2
Polystemma viridiflorum,277532,3,4,2,1
Didymopanax morototoni,277571,9,4,1,1
Aristolochia buntingii,277585,15,2,1,1
Aristolochia cardiantha,277586,15,2,1,1
Aristolochia inflata,277592,5,2,1,1
Aristolochia mycteria,277598,13,2,1,1
Aristolochia odoratissima,277600,5,6,4,3
Aristolochia paracleta,277601,1,2,1,1
Aristolochia taliscana,277609,0,19,12,1
Aristolochia tentaculata,277610,3,4,2,1
Asclepias lynchiana,277617,3,6,3,1
Asclepias notha,277618,1,6,3,1
Asclepias similis,277620,17,4,2,1
Helosis cayennensis,277623,5,5,4,3
Begonia balmisiana,277624,3,6,3,1
Begonia nelumbiifolia,277638,1,8,3,2
Begonia sericoneura,277650,3,4,2,1
Crateva tapia,277704,0,13,9,5
Evolvulus ovatus,277743,3,4,2,1
Ipomoea ampullacea,277745,1,2,1,1
Ipomoea asarifolia,277748,0,21,54,9
Ipomoea cuprinacoma,277756,5,2,1,1
Ipomoea gloverae,277765,11,2,1,1
Ipomoea hastigera,277767,3,4,2,1
Ipomoea intrapilosa,277770,0,1,1,1
Ipomoea mairetii,277775,7,4,1,1
Ipomoea microsepala,277777,1,4,2,1
Ipomoea neei,277778,0,7,4,1
Ipomoea populina,277784,5,4,2,2
Ipomoea spectata,277790,1,6,2,1
Jacquemontia pycnocephala,277803,15,2,1,1
Operculina pteripes,277807,0,21,17,3
Coriaria ruscifolia,277808,0,5,3,2
Achimenes antirrhina,277874,5,10,8,1
Krameria ixine,277899,3,4,1,1
Hyptis lantanifolia,277904,0,3,1,1
Salvia lasiantha,277915,5,6,3,2
Salvia lasiocephala,277916,0,11,5,2
Salvia pteroura,277917,0,1,1,1
Teucrium vesicarium,277922,1,5,5,2
Lennoa madreporoides,277977,7,4,1,1
Pinguicula crenatiloba,277978,13,6,3,1
Pinguicula hemiepiphytica,277982,7,2,1,1
Pinguicula oblongiloba,277985,0,3,2,2
Pinguicula orchidioides,277986,1,4,2,1
Utricularia hydrocarpa,277991,17,4,1,1
Utricularia jamesoniana,277992,1,4,2,2
Cuphea hookeriana,278027,0,11,4,1
Cuphea nudicostata,278036,0,5,1,1
Gossypium aridum,278082,1,4,2,1
Hibiscus phoeniceus,278090,0,17,14,2
Pavonia cancellata,278095,0,21,38,6
Marcgravia stonei,278104,15,2,1,1
Acisanthera quadrata,278109,7,4,2,1
Bellucia pentamera,278111,1,8,3,3
Centradenia inaequilateralis,278112,17,2,1,1
Henriettea succosa,278120,19,2,1,1
Miconia chamissois,278132,0,1,1,1
Miconia donaeana,278137,19,2,1,1
Miconia ibaguensis,278143,13,2,1,1
Miconia lateriflora,278146,1,2,1,1
Miconia lonchophylla,278148,11,2,1,1
Miconia prasina,278156,1,6,2,1
Schwackaea cupheoides,278165,7,2,1,1
Ficus pertusa,278199,15,2,1,1
Psidium cattleyanum,278242,0,21,18,6
Psidium friedrichsthalianum,278243,0,1,1,1
Salpianthus arenarius,278268,1,2,1,1
Jasminum grandiflorum,278277,1,6,3,3
Passiflora juliana,278289,0,7,4,1
Passiflora microstipula,278291,11,2,1,1
Piper amalago,278326,0,1,1,1
Loeselia amplectens,278386,0,1,1,1
Melochia melissifolia,278389,0,7,2,2
Mimosa arenosa,278408,5,6,2,2
Mimosa biuncifera,278410,15,2,1,1
Ranunculus peruvianus,278477,15,4,2,1
Acaena cylindristachya,278479,7,6,3,2
Alchemilla aphanoides,278480,17,2,1,1
Lindleya mespiloides,278486,7,2,1,1
Arachnothryx buddleioides,278502,11,2,1,1
Augusta rivalis,278513,1,4,1,1
Coffea liberica,278523,7,2,1,1
Hintonia latiflora,278554,5,2,1,1
Morinda royoc,278566,7,2,1,1
Palicourea padifolia,278567,17,2,1,1
Helicteres baruensis,278648,5,2,1,1
Melochia lupulina,278650,9,6,2,2
Symplocos citrea,278659,1,6,2,1
Cleyera theoides,278662,19,2,1,1
Turnera pumilea,278674,3,6,2,2
Phenax sonneratii,278678,5,8,1,1
Pilea cadierei,278679,1,8,2,2
Clerodendrum thomsoniae,278703,0,19,9,6
Stachytarpheta miniacea,278722,11,2,1,1
Viola barroetana,278735,5,2,1,1
Phoradendron carneum,278745,17,2,1,1
Phoradendron dipterum,278748,9,2,1,1
Phoradendron quadrangulare,278756,0,9,4,2
Drimys winteri,278781,0,17,11,3
Cunila lythrifolia,278908,13,2,1,1
Ocimum carnosum,278913,0,2,2,2
Salvia amarissima,278915,0,9,8,2
Salvia helianthemifolia,278920,1,12,6,4
Salvia iodantha,278922,0,17,19,2
Salvia vitifolia,278928,13,4,1,1
Salvia prunelloides,278933,3,8,5,1
Stachys keerlii,278939,11,2,1,1
Psittacanthus calyculatus,278953,0,3,3,2
Stigmaphyllon bannisterioides,278971,15,2,1,1
Ludwigia helminthorrhiza,279014,0,3,2,2
Passiflora adenopoda,279023,17,2,1,1
Celtis tala,279210,3,6,3,2
Ixora finlaysoniana,279229,3,4,1,1
Alternanthera ficoidea,279260,0,19,30,7
Salvia curtiflora,279271,17,2,1,1
Salvia tubifera,279278,13,4,2,1
Salvia melissodora,279282,17,4,2,1
Salvia plurispicata,279283,0,7,3,2
Salvia dichlamys,279284,1,12,7,1
Mimosa somnians,279337,7,4,2,2
Pavonia sidifolia,279400,3,4,2,2
Sida viarum,279406,11,1,1,1
Physodium adenodes,279419,17,2,1,1
Capparidastrum frondosum,279424,11,1,1,1
Calliandra tergemina,279439,3,4,1,1
Andropogon angustatus,279457,5,4,1,1
Senecio mairetianus,279468,0,11,6,1
Packera quebradensis,279476,5,2,1,1
Packera sanguisorbae,279483,0,11,6,2
Bothriochloa insculpta,279566,9,2,1,1
Elionurus muticus,279598,10,2,1,1
Paspalum quadrifarium,279627,7,2,1,1
Chascolytrum subaristatum,279660,0,5,3,2
Roldana angulifolia,279719,0,11,6,2
Boeberastrum anthemidifolium,279724,11,2,1,1
Oxylobus arbutifolius,279731,5,2,1,1
Ageratina areolaris,279733,1,4,2,2
Roldana barba-johannis,279747,0,11,7,3
Xanthocephalum benthamianum,279760,15,2,1,1
Adenophyllum cancellatum,279803,0,7,5,1
Bidens chrysanthemifolia,279829,19,2,2,1
Senecio cinerarioides,279834,0,3,2,1
Cirsium coahuilense,279839,1,2,1,1
Cirsium conspicuum,279848,1,6,2,2
Simsia eurylepis,279929,19,2,1,1
Stevia incognita,280024,5,2,1,1
Chromolaena ivifolia,280039,16,2,1,1
Cirsium jaliscoense,280042,5,4,1,1
Melampodium linearilobum,280090,3,2,1,1
Campuloclinium macrocephalum,280109,0,20,20,5
Tetrachyron manicatum,280110,5,2,1,1
Pectis multiflosculosa,280149,0,17,9,2
Cosmos ochroleucoflorus,280178,9,2,1,1
Sclerocarpus phyllocephalus,280231,5,2,1,1
Ageratina prunellifolia,280259,1,2,1,1
Milleria quinqueflora,280276,15,2,1,1
Cirsium rhaphilepis,280289,5,2,1,1
Cosmos scabiosoides,280310,9,2,1,1
Peteravenia schultzii,280320,0,1,1,1
Psacalium silphiifolium,280335,7,2,1,1
Perityle socorrosensis,280342,13,2,1,1
Baccharis sordescens,280347,13,2,1,1
Senecio stoechadiformis,280362,11,4,2,2
Cirsium subcoriaceum,280373,3,4,2,1
Dyssodia tagetiflora,280392,5,6,5,3
Telanthophora uspantanensis,280433,13,2,1,1
Encelia ventorum,280440,1,2,1,1
Senna atomaria,280501,1,4,2,2
Haematoxylum brasiletto,280512,0,1,1,1
Cologania broussonetii,280514,11,1,1,1
Teramnus labialis,280535,3,2,1,1
Bauhinia ungulata,280543,0,3,2,2
Bauhinia erythrocalyx,280592,9,2,1,1
Acrocarpus fraxinifolius,280601,7,2,1,1
Bauhinia jenningsii,280625,17,2,1,1
Dalea leucosericea,280643,7,2,1,1
Rhynchosia longeracemosa,280645,9,2,1,1
Machaerium lunatum,280650,3,10,5,3
Calopogonium mucunoides,280673,0,21,8,8
Bauhinia subrotundifolia,280769,3,2,1,1
Desmodium uncinatum,280785,0,21,54,9
Vigna vexillata,280789,0,15,14,8
Tephrosia vogelii,280795,0,15,8,6
Cyperus luzulae,280843,17,4,3,2
Cyperus uncinulatus,280887,9,2,1,1
Solanum acerifolium,280891,5,4,2,2
Solanum aculeatissimum,280892,5,4,1,1
Solanum aturense,280905,11,2,1,1
Capsicum baccatum,280907,14,2,1,1
Solanum betaceum,280909,0,3,3,3
Solanum chrysotrichum,280917,0,9,6,4
Solanum hazenii,280938,5,4,3,2
Solanum houstonii,280942,1,4,2,2
Merinthopodium neuranthum,280971,17,2,1,1
Capsicum rhomboideum,280987,0,9,7,2
Solanum schlechtendalianum,280993,0,1,1,1
Cestrum thyrsoideum,281008,1,2,1,1
Agave fourcroydes,281031,19,2,1,1
Justicia carthaginensis,281084,3,2,1,1
Ruellia eumorphantha,281097,17,2,1,1
Ruellia hirsutoglandulosa,281106,11,2,1,1
Ruellia jussieuoides,281112,11,2,1,1
Sanchezia parvibracteata,281120,0,13,7,4
Justicia pilosella,281124,5,2,1,1
Odontonema tubaeforme,281140,1,10,6,5
Barleria oenotheroides,281166,5,8,2,2
Aulosepalum pyramidale,281195,13,2,2,1
Clinopodium macrostemum,281219,0,15,5,1
Cyclopogon cranichoides,281231,1,4,1,1
Delphinium pedatisectum,281236,9,2,1,1
Encyclia huertae,281254,1,4,1,1
Fuchsia cylindracea,281262,19,2,1,1
Gomphocarpus physocarpus,281273,0,21,23,12
Handroanthus impetiginosus,281274,0,21,22,11
Lobelia tatea,281289,1,2,1,1
Menodora helianthemoides,281299,0,1,1,1
Oncidium sotoanum,281310,9,2,1,1
Passiflora exsudans,281316,1,2,1,1
Passiflora pavonis,281317,3,6,1,1
Peperomia emarginella,281323,3,2,1,1
Ranunculus sierrae-orientalis,281352,13,2,1,1
Salvia cacaliifolia,281357,0,1,1,1
Samanea saman,281371,0,21,22,10
Sida brachystemon,281382,17,2,1,1
Stromanthe tonckat,281393,7,2,1,1
Zanthoxylum rhoifolium,281420,0,3,2,2
Kohleria tigridia,281465,5,8,4,2
Salvia albocaerulea,281469,0,3,2,1
Salvia ramamoorthyana,281470,7,2,1,1
Acalypha wilkesiana,281562,0,7,5,3
Anthurium schlechtendalii,281579,15,2,1,1
Tillandsia schiedeana,281580,1,10,6,2
Weldenia candida,281588,5,6,4,1
Evolvulus tenuis,281590,9,2,1,1
Ipomoea arborescens,281597,0,3,2,2
Hedeoma palmeri,281601,15,2,1,1
Cleome parviflora,281610,16,4,2,2
Sinningia speciosa,281612,9,2,1,1
Kohleria spicata,281616,0,5,3,2
Euphorbia californica,281631,13,2,1,1
Dahlia australis,281651,1,2,1,1
Calea ternifolia,281655,9,4,2,2
Aldama dentata,281663,11,4,1,1
Pectis elongata,281666,11,2,1,1
Vernonia greggii,281667,13,2,1,1
Simsia foetida,281668,13,2,1,1
Sinclairia glabra,281670,17,2,1,1
Dyssodia pinnata,281671,3,8,4,2
Telanthophora grandifolia,281675,0,1,1,1
Heterotheca inuloides,281680,0,7,3,2
Alloispermum palmeri,281682,19,2,1,1
Melampodium montanum,281690,5,2,1,1
Brickellia secundiflora,281691,0,1,1,1
Symphyotrichum moranense,281692,13,2,1,1
Brickellia peninsularis,281700,7,4,3,1
Piqueria pilosa,281702,7,2,1,1
Sabazia sarmentosa,281708,11,2,1,1
Stylosanthes guianensis,281731,0,19,8,5
Solanum grayi,281740,5,4,2,1
Chamissoa altissima,281753,1,5,2,2
Acmella radicans,281759,7,8,4,4
Clitoria guianensis,281760,1,10,3,1
Hirtella racemosa,281763,3,14,8,4
Castilleja tenuifolia,281774,3,8,4,2
Ipomoea pauciflora,281779,1,16,12,3
Hauya elegans,281780,11,2,1,1
Bonellia macrocarpa,281781,17,4,2,1
Stenocereus griseus,281804,7,4,2,1
Opuntia karwinskiana,281823,1,6,3,1
Grusonia schottii,281855,13,2,1,1
Croton hirtus,282215,0,21,30,10
Margaritaria nobilis,282219,11,2,1,1
Croton arboreus,282247,0,1,1,1
Dalechampia scandens,282249,0,13,4,3
Tragia volubilis,282313,9,2,1,1
Euphorbia colorata,282315,11,2,1,1
Euphorbia angusta,282331,3,2,1,1
Euphorbia capitellata,282334,5,2,1,1
Euphorbia cinerascens,282335,15,2,1,1
Euphorbia lasiocarpa,282341,9,2,1,1
Euphorbia mendezii,282345,9,2,1,1
Prosthechea michuacana,282663,3,8,4,2
Prosthechea radiata,282665,17,2,1,1
Dudleya gatesii,282734,19,2,1,1
Echeveria nodulosa,282753,5,2,1,1
Echeveria rosea,282759,0,1,1,1
Echeveria secunda,282761,0,3,2,1
Lenophyllum acutifolium,282766,1,2,1,1
Sedum goldmanii,282776,1,2,1,1
Sedum longipes,282780,1,2,1,1
Agalinis peduncularis,282860,7,4,2,2
Alonsoa meridionalis,282861,0,18,20,4
Calceolaria mexicana,282871,7,2,1,1
Castilleja integrifolia,282883,5,6,3,2
Castilleja pectinata,282888,17,2,2,1
Castilleja tolucensis,282890,1,6,3,1
Escobedia crassipes,282894,17,2,1,1
Escobedia laevis,282896,15,2,1,1
Lamourouxia multifida,282904,0,9,7,3
Lamourouxia viscosa,282909,0,7,5,2
Pedicularis orizabae,282929,0,1,1,1
Russelia polyedra,282953,19,2,1,1
Seymeria virgata,282968,13,2,1,1
Stemodia maritima,282970,1,10,7,3
Stemodia verticillata,282976,0,17,14,6
Bacopa sessiliflora,283002,19,2,1,1
Buchnera palustris,283007,17,2,1,1
Cayaponia attenuata,283023,3,2,1,1
Cayaponia racemosa,283024,7,4,1,1
Psiguria triphylla,283042,3,2,1,1
Sechiopsis tetraptera,283050,3,4,2,1
Benincasa hispida,283076,0,9,3,2
Phytolacca rugosa,283081,13,4,2,2
Christiana africana,283086,3,8,2,1
Cordia dentata,283139,0,11,8,3
Cordia seleriana,283152,5,4,2,1
Tournefortia gnaphalodes,283216,1,10,6,2
Varronia curassavica,283226,0,17,11,7
Varronia globosa,283227,1,6,4,2
Bursera grandifolia,283248,17,2,1,1
Leucaena esculenta,283284,9,2,1,1
Aechmea tillandsioides,283296,1,2,1,1
Alophia silvestris,283304,17,2,1,1
Anthurium gracile,283312,1,4,2,2
Arpophyllum spicatum,283323,1,2,1,1
Aulosepalum nelsonii,283329,13,2,1,1
Barkeria obovata,283330,5,4,2,1
Barkeria palmeri,283331,1,2,1,1
Barkeria uniflora,283333,0,1,1,1
Bessera elegans,283337,3,8,4,2
Billbergia pallidiflora,283339,15,2,1,1
Bletia amabilis,283340,3,2,1,1
Bletia campanulata,283341,1,8,3,2
Bletia coccinea,283342,0,3,1,1
Bletia gracilis,283344,0,3,2,1
Bletia lilacina,283346,1,2,1,1
Bletia neglecta,283347,1,6,3,2
Bletia punctata,283350,0,3,2,1
Bletia purpurata,283351,3,4,2,2
Bletia reflexa,283352,5,2,1,1
Bomarea acutifolia,283354,5,2,1,1
Bomarea edulis,283355,0,13,12,5
Brassavola grandiflora,283367,17,2,1,1
Brassavola nodosa,283368,1,8,5,2
Bromelia palmeri,283374,5,4,2,1
Caladium bicolor,283377,3,6,2,2
Calathea lutea,283380,0,5,3,2
Callisia filiformis,283382,5,2,1,1
Cipura campanulata,283408,0,9,6,2
Costus scaber,283424,3,6,3,2
Crinum erubescens,283431,7,2,1,1
